"","Hardness","Solids","Chloramines","Conductivity","Organic_carbon","Turbidity","Potability"
"1",204.890455471336,20791.318980747,7.30021187318476,564.308654172244,10.3797830780847,2.96313538063164,0
"2",129.422920514944,18630.0578579703,6.635245883862,592.885359134852,15.1800131163573,4.50065627494241,0
"3",224.236259393558,19909.5417322924,9.27588360269409,418.606213064481,16.868636929551,3.05593374966417,0
"4",214.373394085623,22018.4174407753,8.05933237743854,363.266516164244,18.4365244954933,4.62877053683708,0
"5",181.101509236125,17978.9863389263,6.54659997420794,398.410813381845,11.5582794434464,4.07507542543003,0
"6",188.313323769616,28748.6877390461,7.54486878877965,280.467915933488,8.39973464015276,2.55970822755652,0
"7",248.07173527014,28749.7165435282,7.5134084658313,283.651633507845,13.7896953175199,2.67298873693478,0
"8",203.361522584571,13672.0917639016,4.5630086855997,474.607644942449,12.3638166987053,4.40142471544548,0
"9",118.988579090252,14285.5838542245,7.80417355307309,389.375565871261,12.7060489686579,3.59501718095762,0
"10",227.231469237975,25484.5084909879,9.07720001691439,563.885481481095,17.927806411285,4.3705619366555,0
"11",165.520797259529,32452.6144091439,7.55070090670411,425.383419495387,15.5868104380331,3.66229178285246,0
"12",218.693300488666,18767.6566818135,8.11038450112387,364.098230462049,14.5257456975932,4.01171810833979,0
"13",156.704993340392,18730.8136533427,3.60603609050572,347.715027261944,15.9295359088257,3.4457562233219,0
"14",150.174923395136,27331.3619619278,6.83822347068751,379.761834825772,19.3708071812321,4.4139741829749,0
"15",205.344982158185,28388.004886737,5.07255777384063,444.645352332707,13.2283110992245,4.77738233722538,0
"16",186.732880660576,41065.2347645394,9.62959627648058,516.743281893657,11.5397811915394,4.3763482906919,0
"17",211.049406060546,30980.6007867889,10.0947960116614,315.141267244302,20.3970218407225,4.26842885750619,0
"18",273.813806659801,24041.3262800613,6.9049897264701,477.974641862178,13.3873407802255,4.50366079617912,0
"19",279.357166770092,19460.3981312321,6.20432085889247,431.443989990349,12.888759054304,2.43608559030527,0
"20",214.496610457157,25630.3200369997,4.43266929037212,469.914551479236,12.5091639404987,2.56029914761491,0
"21",227.435048351156,22305.5674137414,10.3339178882187,554.820086460543,16.3316932826945,4.13342264357917,0
"22",168.283746856518,30944.3635912427,5.85876913054758,523.671297500944,17.8842351929648,3.74970124109962,0
"23",215.977858688068,17107.2242258276,5.60706045308712,436.256193972649,14.1890622061237,5.45925095602873,0
"24",196.903246708321,21167.5000989688,6.99631158629877,444.478882506898,16.6090331557899,4.52852269632691,0
"25",140.73906225114,17266.5934219231,10.0568524840335,472.874073275429,11.2563811669095,4.82478638976752,0
"26",198.767351259456,21218.7028711902,8.67093691991312,413.290450088535,14.899999566697,5.20088507653976,0
"27",207.926260187994,33424.7686784948,8.78214748077349,441.785875673939,13.8059022112708,4.18439696902885,0
"28",145.768180602173,13224.935638977,7.90644472060614,298.990666499932,12.7295247205423,4.00487112757158,0
"29",266.421018068117,26362.9650123093,7.70006346972913,364.480106703738,10.3489507574378,3.99156424779931,0
"30",148.153061445087,15193.4134739672,9.04683270725723,563.804743325086,16.5686555679974,6.03818495318359,0
"31",209.62560053629,15196.2299874838,5.99467864644997,342.111286285193,7.92259833302262,5.0888599891388,0
"32",190.756618287004,19677.892465552,6.75754073141394,452.836234877238,16.8990378000164,2.85747242605118,0
"33",117.791229550397,22326.8920457187,8.16150481072833,412.986833790332,12.8907085645118,5.05731051651573,0
"34",235.044534487371,32555.8525370737,6.8459520238449,411.983364167012,10.2448150683598,3.16062446823264,0
"35",232.280452023532,14787.2062648582,5.47491483173313,383.981723024758,12.1669371450517,5.02916672408073,0
"36",191.952742974859,19620.5453286122,6.06071299498933,441.748379324869,10.9664861529535,3.90208876764375,0
"37",183.908722261827,24752.0724597554,5.53831413348136,456.860095941041,9.03406675271333,3.46435303515502,0
"38",304.235912112317,17281.9751684116,6.10108350510192,399.471566281094,12.2650015775136,2.89654694130447,0
"39",143.453731311923,19942.2732181848,5.89075458310612,427.130671481902,22.4698919883569,2.90756391519334,0
"40",198.614394719096,24683.7235660297,6.11061242139319,396.876949057918,16.4719693531551,4.32400464561828,0
"41",233.858995691212,11703.9239070479,4.59938794342173,349.399632532305,18.338892549806,3.51000404459053,0
"42",194.8740654458,16658.8765031636,7.99382956237532,335.120398437461,10.1805138026316,4.43482025795655,0
"43",238.68992851166,28780.3404316327,6.81402870120907,332.032706330686,11.0931633974527,5.18259070398023,0
"44",202.817483001426,9973.93405920854,6.8822483067815,333.192469937681,23.917601261275,4.69070723013249,0
"45",183.349454105998,21568.4287790359,4.73134898461418,403.944168209202,18.6682294575212,4.54280146174917,0
"46",216.850473872615,35606.440176808,7.1843510891688,504.63826042575,16.140790019198,4.1377390162066,0
"47",209.638292979021,10575.1862808894,4.46270724613798,391.184315086006,13.285333916086,3.19571032819626,0
"48",173.375498350121,15758.7406213889,5.57078357539446,323.807913246581,10.0908697516698,3.99977538155006,0
"49",129.890572345674,34415.8531458731,6.32192899036114,470.329168542199,18.5994099238213,4.40558600033858,0
"50",200.191400442057,21536.2246874454,4.91510105454319,404.717799156445,13.7683233064213,3.62613544161223,0
"51",168.388430774295,27492.3073065878,7.04622479769641,383.795019990326,16.1820664936744,3.04805722310698,0
"52",100.457615091583,12013.5506287645,5.21231460206535,605.220124350006,9.61134874001124,2.44744446391063,0
"53",145.010171919083,19871.7884483059,4.9610663801915,545.974993762403,10.9420242560121,3.74209042634967,0
"54",211.714141777641,11920.6108356462,7.2307947693374,527.708910013041,18.2753121092776,3.79453159110321,0
"55",181.893365561554,21783.6510333634,6.99125999623813,456.556402122344,16.4828353669639,3.96468635002213,0
"56",260.092172573372,30616.6151488537,9.37913354050762,404.670777328163,15.9344838712071,4.78118817656256,0
"57",238.33511245551,28779.6500110336,8.28280846450961,481.318802688613,6.01633660927121,3.94060452979468,0
"58",190.28705014936,24323.8659030459,7.23016412686204,405.33048202759,8.2365575031053,4.46068393173744,0
"59",157.801193554204,16963.6250117375,8.33561854987671,360.995994488075,12.8238609493708,4.40538570565903,0
"60",155.055726825934,20557.2404317522,8.18731904967033,290.180983110505,16.6222551838921,4.08990768967787,0
"61",233.402835012476,32144.7999336183,6.9948396173051,269.449051226939,9.6541256002684,3.90287971165746,0
"62",213.017829682795,20965.4783088536,5.37555989197469,369.338120915857,13.7581051707438,3.92374916929651,0
"63",229.48569367886,35729.6927086303,8.8108430450164,296.397547243014,16.9270921798069,3.8556022119167,0
"64",195.143738784055,24656.2396794446,8.23190033837729,398.345418003516,12.3807707927523,4.47796024823393,0
"65",127.739673829373,32653.9103602676,6.53423741011492,416.239630070402,11.1196592547937,4.06868890948167,0
"66",212.306618286686,21815.0741479055,7.87399188454547,362.108004313962,14.9330126610987,5.21568920611903,0
"67",238.569380413499,34873.9345228707,8.9832761443866,669.725086180179,13.3531814339635,5.10665577442008,0
"68",103.464758660095,27420.167424582,8.41730503208953,485.974500457814,11.3511327307085,4.62079345165322,0
"69",211.200526008897,12830.4841337754,4.50211703396181,333.329847958668,16.0451484768669,3.43974004154992,0
"70",179.889788237885,24964.7777030965,5.83708649283744,501.18278074341,17.2877132782963,3.6363641826805,0
"71",183.089310037929,6743.3460655304,3.80303642359799,428.036344350404,9.79962468961304,3.88489104414728,0
"72",116.299329883796,33223.5815287499,7.05050315957697,504.378680967655,9.00182048756614,4.15753340748974,0
"73",130.944463888466,19460.3828189876,7.09246295530537,556.653710033398,14.0836083521955,5.3258334456958,0
"74",242.228667285519,22984.0509514824,7.5187646593999,352.94258812349,18.7044090592749,3.8734702984483,0
"75",219.30091421337,14859.4664242837,5.59832676562926,425.213574807613,15.7718343660583,4.65591659868882,0
"76",211.360166721062,25650.7776431203,6.76600990675459,383.014310167853,13.9347880413807,5.02278363000457,0
"77",158.732075761402,23029.6636135636,6.82167909946113,307.379142035191,9.71223191091832,3.76261533109937,0
"78",163.639746920582,37962.167991261,6.68457027419134,467.562972871182,14.5672688601883,3.66283773199136,0
"79",176.68397277687,24468.0483903546,5.75693003869286,477.581346155703,16.2455043416107,2.29343140641286,0
"80",217.522861962291,31903.3998115322,9.86504750268218,425.913400180269,8.99275427225467,3.5083726497836,0
"81",233.764342720727,28689.5957776829,7.72443229996391,410.387263837708,15.6118592963052,5.01346335110373,0
"82",168.728583039567,12531.6019210648,7.73072294792503,443.570372097492,18.0990781038616,3.75899586032392,0
"83",204.961749810895,9566.1222701692,6.50592313880598,504.145994083866,11.5321440077412,3.77242092798951,0
"84",258.952732015953,27267.9818609542,7.64859933144346,514.118920118766,12.2567902511904,2.99467109550822,0
"85",133.834229104379,23827.2750154029,5.1277468613272,573.400295149959,9.83387458458026,4.1912175147117,0
"86",195.417720948981,13116.707711787,7.87934767085967,417.241656026349,7.5076623145153,3.61251961494671,0
"87",232.075176555876,27159.3843452335,7.8849906578686,465.41377462135,13.8639648823311,4.91657916075128,0
"88",199.181251073391,21470.2783054133,6.79984141022556,430.507706865287,15.9660429443621,3.38550844385672,0
"89",300.29247579584,12652.3629786581,6.6551263625675,487.459131030755,9.34763398648568,5.00246725992208,0
"90",206.369682384784,28608.0520763725,6.32544240366485,506.938352729825,13.5537510072485,2.55502690399687,0
"91",197.979782841259,17153.3061634521,7.65920393938108,575.114694423425,11.8709814823433,4.38392181352232,0
"92",199.107885564034,29721.9116303501,6.86969021535594,420.709591222073,9.22661866528483,3.35516464217616,0
"93",237.919926763253,20416.8409961907,8.45783069927438,291.104836569068,19.2700542604638,3.17278976915288,0
"94",253.217074170985,27965.0721459284,6.58837436618264,588.319650536399,16.1457320527751,2.01904201820117,0
"95",203.146546752177,11609.1090545278,5.49573765470786,551.143337166581,9.38778127553081,3.6518658084229,0
"96",197.876089749367,26687.8744833339,7.58719641794751,548.072761316117,15.8363302052362,5.35946029501296,0
"97",220.670539606766,23873.3782101337,6.18183961638285,333.050785943346,10.661798937604,4.76450826492145,0
"98",135.802361700609,21485.1531951911,8.18741579072919,441.331137458693,14.860262683375,5.06678627178454,0
"99",120.327615343609,24627.8675604689,6.20246933211403,418.433289920077,13.6431470858693,3.71005312567987,0
"100",163.274828255701,20868.3312189988,7.72604043416508,426.99439316894,10.2142746032407,3.10876998791345,0
"101",166.837708540285,24405.2505349528,7.39151013842066,349.518910367649,13.4785264454989,3.76390590295233,0
"102",223.264939730207,11519.0465273566,8.8895586798206,494.158434086964,18.1453742537772,4.88087515618085,0
"103",175.612836321743,11837.1233596084,7.48370883798738,474.240482290634,21.8459162525421,5.08301414151692,0
"104",169.041917498118,36152.8208993245,8.33038889819766,590.748787180291,17.695114357126,3.99597378749276,0
"105",188.804125730409,34798.2525868031,6.79643915408815,468.080266608436,13.1707632092033,4.76520537015901,0
"106",204.123648393358,22989.7963899466,8.27079293672615,435.00089830823,17.0842456548762,3.87555680513677,0
"107",213.541932292591,22539.7116145122,6.95720417858686,463.398847090837,11.6230191579776,3.39859258731666,0
"108",254.617518664217,9624.30046211011,7.95401562709248,344.303362522259,7.93546775833221,5.52572633812172,0
"109",189.995845993418,27776.9010516934,6.44309787786945,245.859631971253,14.6368822563776,3.97736236432997,0
"110",185.71898879367,13237.9896045708,3.99826584098065,463.647277372842,17.2095650554708,3.96247831428277,0
"111",222.661551381594,12311.2683659781,7.28986604105265,353.740099997064,14.1717625653355,5.23998187008168,0
"112",226.284787816812,12710.2494516118,7.30312658315166,445.37414743286,6.06346191252914,4.23858920348152,0
"113",252.265491197857,36477.7381124191,8.38676100823379,339.411326656314,17.485844248946,3.7248367036447,0
"114",212.02894446572,20230.1255769518,8.56978152973331,353.912927441666,18.2083396718999,2.79860094826705,0
"115",218.424637019234,21871.8387000425,7.16550919246892,373.050101639213,16.8266194647623,3.9023525898765,0
"116",190.423898541566,28062.6418920404,9.61514702699479,263.771913504537,13.4452251967609,5.62901563605733,0
"117",261.850799769252,14100.9689869799,9.00849519373189,290.423838365244,17.1499071256872,4.59716551152686,0
"118",240.432100229138,15331.3026917532,5.39265128202306,403.041810149845,16.1311242870145,3.42576324217368,0
"119",122.541039859825,8855.11412133137,6.88868893909841,489.851600404826,13.3659061952663,3.14915751043267,0
"120",196.583886030957,42550.8418157718,7.33464763966925,442.545774548245,14.6669172423156,6.2048463588289,0
"121",136.879213870788,27433.5872941518,7.09152151426043,342.196346634474,18.403845830233,3.82765007173544,0
"122",146.970245225105,16367.4583719755,7.68703718588935,468.945014750227,18.6013807337364,4.66435032100155,0
"123",230.809482468557,27418.7810444801,7.13649839173054,274.660596553615,9.57858460017042,4.19759520920682,0
"124",267.059647448931,26865.3737409052,10.4494503096568,505.709371701479,16.2377457709056,2.88078534729384,0
"125",231.248786805544,28918.4199530772,7.82252849054793,432.285270027194,16.2662966876369,3.77288660745877,0
"126",217.219746431633,27653.2351844107,8.91226634068462,382.951504838969,6.58040155082625,3.28507705246984,0
"127",252.6704690341,29368.6741840522,9.90614662722374,465.216620620148,13.2210336342374,5.052736766117,0
"128",207.716824421235,24913.8371658901,9.61633043693997,363.168538419018,11.5426617821751,4.41258953670281,0
"129",228.300860361254,16600.3927466471,6.0940005305238,504.050539133305,15.0350469074864,3.80984165409914,0
"130",202.285937949592,17087.0769018372,6.20198276732331,481.77193425228,16.5351859271801,3.54877558874774,0
"131",151.88960011378,10909.1945923231,3.74962514830096,437.909005165605,15.2647423480241,3.81295292599179,0
"132",155.321477500803,34971.8074826268,7.12147744810493,500.637326170004,18.3124985419358,3.24494847731906,0
"133",155.740495235264,17973.1788590118,4.91630256203135,439.648051219393,18.3807119263819,2.61224895319217,0
"134",245.895130408675,32170.0691600962,9.63563608296433,473.66245276455,11.7283381959607,3.55212949970165,0
"135",197.501911898473,35957.7921825948,8.1304722082473,360.060477355827,20.0984128913569,4.20158090550856,0
